filepath,ground_truth,system_verdict,final_score,score_Visual (Spatial),score_Audio (Mel+CNN),score_Audio Forensics (ECAPA),score_Cross-Modal (Lip-Sync),score_Facial Biometric (Quality)
zh_58_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.962089,0.818812,0.774487,0.987519,0.935669,0.984209
en_120_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.960427,0.939969,0.993331,0.931732,0.978660,0.990333
ar_4_label_real.npz,Real,Real,0.192590,0.122626,0.601933,0.330136,0.053943,0.006875
es_116_to_en_Bark_label_fake.npz,Fake,Deepfake,0.967434,0.936601,0.998905,0.946795,0.985800,0.988630
en_40_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.971032,0.908589,0.985951,0.957994,0.984126,0.990844
es_99_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.922695,0.752481,0.993695,0.956710,0.636718,0.974843
ru_74_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.849886,0.681488,0.967352,0.931257,0.900516,0.738077
ru_70_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.956485,0.762958,0.991807,0.954011,0.940607,0.986804
en_9_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.969984,0.918238,0.990875,0.963578,0.945035,0.989757
es_117_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.969612,0.942704,0.998610,0.952948,0.976041,0.988901
zh_79_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.962565,0.934509,0.780425,0.962362,0.973332,0.989778
zh_51_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.969756,0.938014,0.987206,0.950178,0.992849,0.990372
fr_52_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.936465,0.732034,0.940354,0.927221,0.934333,0.977608
zh_112_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.966632,0.900562,0.958582,0.954585,0.983737,0.987822
fr_33_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.927249,0.913406,0.091394,0.961901,0.965826,0.993060
ja_57_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.952144,0.916926,0.995225,0.918632,0.959796,0.991921
ru_122_to_es_Bark_label_fake.npz,Fake,Deepfake,0.938888,0.674908,0.990605,0.942970,0.969941,0.955090
fr_111_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.947966,0.722772,0.992511,0.959817,0.860090,0.983644
fr_27_to_en_Bark_label_fake.npz,Fake,Deepfake,0.955451,0.903864,0.989059,0.925409,0.983180,0.988722
fr_113_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.953948,0.883074,0.984563,0.947005,0.878228,0.990259
fr_14_to_en_Bark_label_fake.npz,Fake,Deepfake,0.968262,0.931941,0.991423,0.945952,0.990920,0.992352
fr_66_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.896365,0.842114,0.172366,0.920296,0.883338,0.980497
ru_13_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.953781,0.671634,0.884579,0.965003,0.957120,0.988591
zh_23_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.968194,0.912241,0.974501,0.962876,0.959870,0.984503
fr_52_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.912285,0.810670,0.937455,0.867955,0.944733,0.970930
es_86_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.931285,0.830771,0.979540,0.908800,0.891152,0.979127
fr_18_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.955467,0.878935,0.821752,0.945974,0.978194,0.991213
zh_57_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.928085,0.625001,0.916302,0.950645,0.884048,0.956643
es_45_label_real.npz,Real,Real,0.030190,0.071778,0.020570,0.048280,0.017454,0.006003
ar_54_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.947083,0.886832,0.989770,0.931444,0.976517,0.961290
zh_100_to_en_Bark_label_fake.npz,Fake,Deepfake,0.909427,0.828051,0.986412,0.840618,0.959626,0.984181
fr_9_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.961248,0.941787,0.933816,0.954219,0.920909,0.988511
en_116_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.968121,0.901764,0.971808,0.977035,0.966788,0.965993
fr_103_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.753249,0.896867,0.973772,0.486980,0.959857,0.984545
es_32_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.901286,0.705452,0.956873,0.956765,0.891395,0.852817
en_120_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.966993,0.921643,0.945733,0.954181,0.983691,0.988211
ru_54_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.970001,0.849555,0.986136,0.973651,0.936399,0.989810
en_67_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.975954,0.890819,0.990884,0.975772,0.967084,0.988751
ja_59_to_zh_Tacotron_label_fake.npz,Fake,Deepfake,0.932932,0.905805,0.985537,0.876182,0.979104,0.989064
fr_35_to_en_Bark_label_fake.npz,Fake,Deepfake,0.969691,0.819530,0.993068,0.975770,0.971740,0.979402
es_43_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.944982,0.840237,0.941024,0.920941,0.983805,0.980328
ar_41_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.731462,0.798650,0.836503,0.458572,0.977691,0.987365
ru_38_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.964610,0.754444,0.990917,0.964530,0.972552,0.988708
es_28_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.963782,0.880393,0.989530,0.952468,0.965272,0.986137
fr_84_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.982283,0.937943,0.867010,0.995781,0.988256,0.986024
es_68_to_en_Bark_label_fake.npz,Fake,Deepfake,0.967309,0.921808,0.997483,0.947583,0.979988,0.991239
zh_9_to_ar_Xtts_label_fake.npz,Fake,Deepfake,0.934391,0.905347,0.771665,0.939838,0.828407,0.985065
zh_128_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.503798,0.785855,0.396277,0.029789,0.973547,0.954091
ru_85_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.924610,0.927911,0.806607,0.877737,0.979419,0.985601
zh_27_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.962189,0.900165,0.962250,0.964763,0.905659,0.983883
es_86_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.935393,0.841559,0.990283,0.906434,0.926565,0.980712
ar_43_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.526314,0.539983,0.672887,0.204427,0.287171,0.985603
ar_61_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.957824,0.940047,0.945836,0.929908,0.979720,0.991712
ar_71_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.933609,0.722057,0.920947,0.918885,0.970351,0.974072
ru_10_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.880951,0.466372,0.964407,0.932494,0.887715,0.860052
en_69_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.937115,0.925901,0.981417,0.888723,0.955929,0.989231
en_14_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.964849,0.922453,0.986989,0.949344,0.959987,0.989066
ja_42_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.944560,0.634014,0.992945,0.958853,0.878798,0.982424
ru_48_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.952730,0.789108,0.974407,0.977756,0.921302,0.949811
en_118_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.914453,0.936164,0.745308,0.857539,0.981310,0.989587
zh_123_label_real.npz,Real,Real,0.042036,0.064150,0.012151,0.074642,0.021889,0.006981
es_85_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.892496,0.723553,0.963764,0.883319,0.882027,0.921239
en_46_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.928897,0.879726,0.677568,0.908704,0.963329,0.987949
en_96_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.891247,0.931990,0.982665,0.784162,0.963119,0.989512
ja_45_to_en_Bark_label_fake.npz,Fake,Deepfake,0.964769,0.932892,0.995020,0.938561,0.989919,0.991511
ar_41_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.897893,0.823153,0.967815,0.823055,0.949581,0.980034
es_115_label_real.npz,Real,Real,0.040200,0.069294,0.043549,0.066622,0.014066,0.009061
en_48_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.958614,0.869366,0.942391,0.946748,0.971372,0.985292
ru_9_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.908349,0.783514,0.857491,0.955212,0.863552,0.885996
zh_62_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.919286,0.875790,0.821772,0.868635,0.978081,0.987754
ar_40_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.918493,0.713709,0.983894,0.878453,0.940635,0.983558
fr_9_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.958876,0.928915,0.991366,0.975251,0.844490,0.970144
ar_64_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.864678,0.639556,0.995756,0.934010,0.930313,0.770219
ru_58_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.907770,0.827632,0.913608,0.889114,0.914294,0.940507
en_31_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.963877,0.865803,0.982998,0.962658,0.934116,0.985227
ja_58_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.976590,0.904279,0.992800,0.976810,0.983323,0.982398
en_116_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.848818,0.812577,0.988828,0.972970,0.813201,0.684547
ru_60_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.950606,0.663291,0.975143,0.967974,0.940852,0.968602
zh_100_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.965975,0.850362,0.994774,0.965043,0.948153,0.984668
zh_108_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.935322,0.917531,0.449461,0.940395,0.981664,0.987508
en_109_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.978112,0.867863,0.989001,0.988540,0.982889,0.977535
en_55_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.631757,0.682968,0.191424,0.326904,0.980246,0.979732
en_75_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.942408,0.949993,0.876856,0.901667,0.977570,0.993023
zh_9_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.950204,0.915638,0.862559,0.934242,0.958887,0.985704
es_2_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.827918,0.534636,0.989665,0.951375,0.770211,0.704465
ja_29_to_en_Vall_label_fake.npz,Fake,Deepfake,0.857274,0.785780,0.396063,0.785044,0.981746,0.990678
ru_83_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.957321,0.798367,0.993899,0.943212,0.979701,0.986549
fr_16_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.933965,0.698609,0.964643,0.924365,0.903039,0.984384
zh_84_to_en_Vall_label_fake.npz,Fake,Deepfake,0.889341,0.456835,0.918221,0.959016,0.568700,0.949031
es_110_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.940501,0.864550,0.987897,0.952583,0.963637,0.922436
ru_131_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.844454,0.536521,0.902353,0.756573,0.959549,0.960278
en_41_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.967976,0.929506,0.685730,0.986013,0.977192,0.987970
es_56_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.955085,0.940664,0.523921,0.971507,0.979242,0.990723
es_122_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.933392,0.780349,0.973222,0.921596,0.882106,0.979386
ar_5_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.941507,0.798613,0.618946,0.980496,0.951626,0.954982
es_121_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.911278,0.847265,0.995688,0.851010,0.933162,0.979599
ja_14_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.969453,0.856586,0.993928,0.971491,0.932526,0.990011
zh_14_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.971996,0.936764,0.994883,0.957590,0.970177,0.992802
es_7_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.863019,0.821009,0.917191,0.939471,0.911845,0.749037
fr_24_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.963216,0.908048,0.985193,0.950525,0.940043,0.990896
ja_29_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.968877,0.920875,0.971108,0.953092,0.982011,0.991957
zh_21_to_en_Vall_label_fake.npz,Fake,Deepfake,0.905394,0.917792,0.051599,0.932168,0.922249,0.986355
ar_19_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.955810,0.888536,0.976976,0.943232,0.942841,0.982275
en_4_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.817188,0.388265,0.007143,0.880682,0.884180,0.893409
ru_135_to_es_Bark_label_fake.npz,Fake,Deepfake,0.968501,0.922844,0.998500,0.950410,0.979242,0.990929
fr_33_label_real.npz,Real,Real,0.036694,0.076351,0.025286,0.048525,0.023461,0.021227
fr_85_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.944332,0.872566,0.987471,0.967040,0.886970,0.935614
es_70_label_real.npz,Real,Real,0.038637,0.071965,0.007443,0.067682,0.023155,0.005412
es_119_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.963160,0.873269,0.863542,0.960677,0.980310,0.988524
zh_15_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.893013,0.939886,0.859400,0.793469,0.984033,0.993097
en_127_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.967711,0.864231,0.987877,0.965793,0.967827,0.982047
es_120_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.924433,0.773387,0.886012,0.888100,0.965414,0.986505
en_110_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.968550,0.822023,0.986499,0.971740,0.970321,0.982310
fr_68_to_en_Bark_label_fake.npz,Fake,Deepfake,0.973276,0.881005,0.997095,0.965675,0.983316,0.989960
en_105_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.944099,0.892583,0.974531,0.964314,0.724135,0.983968
es_88_label_real.npz,Real,Real,0.043379,0.133042,0.028875,0.066943,0.020049,0.009011
ru_87_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.969196,0.846009,0.973063,0.973672,0.959262,0.983324
fr_96_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.981043,0.923325,0.924952,0.982722,0.989432,0.992745
ja_47_to_en_Vall_label_fake.npz,Fake,Deepfake,0.723469,0.890658,0.247657,0.492057,0.988845,0.989267
ru_134_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.899057,0.382698,0.904148,0.943507,0.864278,0.924883
ja_49_to_zh_Vall_label_fake.npz,Fake,Deepfake,0.859218,0.792340,0.098268,0.828825,0.975120,0.983441
es_19_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.816961,0.758686,0.903553,0.924945,0.050626,0.893031
fr_43_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.921770,0.746156,0.936141,0.894538,0.898621,0.986430
es_94_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.957965,0.932619,0.978610,0.933530,0.983523,0.982750
en_31_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.937649,0.828585,0.375720,0.980526,0.924191,0.982222
zh_37_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.972812,0.951439,0.979890,0.956132,0.986555,0.992372
fr_63_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.960472,0.779354,0.996158,0.958231,0.960445,0.984138
en_83_to_ja_Vall_label_fake.npz,Fake,Deepfake,0.841064,0.691482,0.261521,0.869853,0.924254,0.884441
zh_69_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.976992,0.940497,0.962878,0.969098,0.984873,0.992119
es_72_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.970770,0.935921,0.995079,0.954327,0.984945,0.989368
zh_105_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.966360,0.862497,0.961430,0.959737,0.975699,0.987748
ru_86_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.958892,0.813940,0.992201,0.947706,0.973431,0.985070
ru_96_label_real.npz,Real,Real,0.024875,0.070953,0.007104,0.036083,0.022040,0.007232
ar_1_label_real.npz,Real,Real,0.052706,0.140581,0.037178,0.081313,0.032554,0.011348
ru_126_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.955829,0.810759,0.992761,0.949860,0.977285,0.972821
es_2_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.950027,0.892633,0.974403,0.919562,0.985640,0.983738
en_28_to_es_Bark_label_fake.npz,Fake,Deepfake,0.949135,0.906020,0.985781,0.935904,0.873154,0.988780
en_128_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.846866,0.928761,0.680643,0.716001,0.968987,0.992277
ru_132_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.922581,0.449099,0.998537,0.948152,0.933244,0.943447
zh_93_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.966692,0.923167,0.984757,0.954030,0.956815,0.989430
fr_27_to_en_Tacotron_label_fake.npz,Fake,Deepfake,0.964319,0.933439,0.993434,0.939428,0.976280,0.993157
en_110_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.948300,0.798377,0.832909,0.954887,0.976282,0.969739
ja_56_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.970491,0.927538,0.987743,0.953525,0.988176,0.990922
ar_49_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.830310,0.546801,0.993647,0.964396,0.879727,0.660962
fr_102_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.961237,0.882812,0.975375,0.939275,0.989117,0.990691
fr_27_label_real.npz,Real,Real,0.102332,0.263127,0.035862,0.044181,0.375881,0.085467
ru_9_to_en_Bark_label_fake.npz,Fake,Deepfake,0.891890,0.832019,0.963884,0.910118,0.737159,0.910931
en_16_to_es_Tacotron_label_fake.npz,Fake,Deepfake,0.963322,0.894415,0.961642,0.963523,0.978474,0.968819
es_76_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.968848,0.934064,0.985756,0.957704,0.961159,0.987927
fr_6_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.950431,0.682762,0.977943,0.957079,0.936282,0.980235
ru_62_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.961177,0.868593,0.976237,0.953909,0.949619,0.984898
en_28_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.954305,0.770335,0.993349,0.963568,0.865967,0.988340
en_57_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.944116,0.836769,0.923543,0.921071,0.956307,0.988537
es_21_to_en_Bark_label_fake.npz,Fake,Deepfake,0.964348,0.910243,0.989826,0.962553,0.988365,0.963882
ar_5_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.914598,0.725113,0.840590,0.891159,0.952850,0.971448
zh_23_to_en_Bark_label_fake.npz,Fake,Deepfake,0.976155,0.896556,0.995713,0.973495,0.973285,0.988973
en_38_to_ja_Tacotron_label_fake.npz,Fake,Deepfake,0.971050,0.919761,0.986787,0.958446,0.979130,0.990026
es_34_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.958454,0.940657,0.990691,0.927580,0.973471,0.991797
fr_100_to_en_Bark_label_fake.npz,Fake,Deepfake,0.961176,0.938020,0.989673,0.931916,0.983968,0.991521
en_19_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.967706,0.885425,0.823385,0.975849,0.975890,0.987271
zh_96_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.609181,0.256703,0.983709,0.930996,0.247166,0.295702
zh_83_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.959583,0.916038,0.982674,0.932237,0.983207,0.990914
es_39_label_real.npz,Real,Real,0.034027,0.097690,0.023227,0.032243,0.059056,0.021617
ar_36_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.931730,0.808111,0.794035,0.923945,0.953992,0.972709
fr_97_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.960923,0.912100,0.993576,0.940043,0.970369,0.987379
fr_75_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.895879,0.528358,0.957285,0.949816,0.965318,0.850422
es_32_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.900565,0.707125,0.980040,0.931291,0.889429,0.880522
en_69_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.968508,0.934761,0.998559,0.952184,0.969027,0.989876
en_75_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.936776,0.822542,0.940163,0.936274,0.882192,0.968853
es_10_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.952627,0.927127,0.825112,0.942313,0.948512,0.988922
ru_11_label_real.npz,Real,Real,0.089507,0.088836,0.089461,0.131924,0.025635,0.053322
es_23_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.905517,0.515709,0.998045,0.939241,0.884440,0.910647
ru_73_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.937865,0.752089,0.982346,0.920391,0.950948,0.976779
fr_34_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.943016,0.500968,0.976778,0.962980,0.929217,0.979617
fr_5_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.896550,0.826177,0.912128,0.820967,0.984775,0.976349
zh_13_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.963632,0.946409,0.986508,0.962543,0.879774,0.988185
es_56_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.966951,0.871590,0.871678,0.978736,0.940896,0.986477
zh_10_to_ru_MicroTts_label_fake.npz,Fake,Deepfake,0.929895,0.914389,0.944918,0.955084,0.611561,0.988531
es_70_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.925255,0.831266,0.967526,0.925446,0.974735,0.918261
ru_17_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.974717,0.926765,0.995934,0.963180,0.990383,0.988893
ru_89_to_es_Bark_label_fake.npz,Fake,Deepfake,0.939821,0.945756,0.990223,0.884979,0.982801,0.990005
en_33_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.959543,0.880032,0.962552,0.958975,0.891998,0.990500
zh_38_to_ru_Xtts_label_fake.npz,Fake,Deepfake,0.968687,0.953764,0.807136,0.971794,0.980877,0.986420
ru_41_to_es_Bark_label_fake.npz,Fake,Deepfake,0.906358,0.802100,0.980037,0.959612,0.896583,0.845050
ru_27_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.913162,0.827304,0.937398,0.852908,0.939450,0.991924
ja_12_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.962128,0.936636,0.995814,0.943431,0.944117,0.990142
fr_88_to_en_Xtts_label_fake.npz,Fake,Deepfake,0.913744,0.775963,0.914501,0.952243,0.751994,0.930035
en_70_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.968464,0.918053,0.989908,0.957659,0.966288,0.987116
en_85_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.953167,0.711068,0.970228,0.959663,0.972926,0.971317
ja_22_to_en_Bark_label_fake.npz,Fake,Deepfake,0.948587,0.693900,0.966046,0.942806,0.958966,0.986944
ar_59_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.944137,0.823083,0.995263,0.966821,0.981205,0.914370
zh_79_to_es_MicroTts_label_fake.npz,Fake,Deepfake,0.962334,0.866714,0.930995,0.950595,0.984736,0.989163
es_20_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.958335,0.926318,0.998629,0.926956,0.984812,0.989933
fr_10_to_ja_Bark_label_fake.npz,Fake,Deepfake,0.948278,0.755986,0.965958,0.952595,0.954912,0.965778
ru_111_to_zh_MicroTts_label_fake.npz,Fake,Deepfake,0.966058,0.903050,0.987168,0.950538,0.980837,0.987776
ru_77_to_zh_Xtts_label_fake.npz,Fake,Deepfake,0.765239,0.310337,0.985665,0.962137,0.732550,0.554922
ru_86_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.946631,0.737419,0.964150,0.932461,0.976108,0.983811
en_75_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.964545,0.946202,0.974195,0.943117,0.966184,0.992869
ru_117_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.933726,0.685677,0.993024,0.959627,0.949282,0.922945
zh_49_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.946922,0.877886,0.900233,0.920675,0.980658,0.987561
en_16_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.954214,0.898250,0.987052,0.944390,0.968419,0.966091
ru_131_to_zh_Bark_label_fake.npz,Fake,Deepfake,0.926209,0.573345,0.991319,0.930687,0.920471,0.963198
zh_107_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.952395,0.882825,0.570540,0.971352,0.971539,0.987042
ja_4_to_fr_Tacotron_label_fake.npz,Fake,Deepfake,0.952340,0.919077,0.978347,0.916177,0.981186,0.991631
fr_79_to_en_MicroTts_label_fake.npz,Fake,Deepfake,0.962272,0.921109,0.981864,0.943730,0.974018,0.985836
en_80_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.971847,0.887237,0.967706,0.982800,0.934548,0.981099
en_116_label_real.npz,Real,Real,0.091669,0.102528,0.242741,0.159981,0.010283,0.003958
ru_126_to_fr_Xtts_label_fake.npz,Fake,Deepfake,0.958696,0.895695,0.989451,0.944467,0.966535,0.979356
ru_17_label_real.npz,Real,Real,0.025230,0.098382,0.070020,0.023055,0.022621,0.011924
zh_128_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.933949,0.850462,0.989912,0.892958,0.979638,0.977530
en_53_to_ru_Bark_label_fake.npz,Fake,Deepfake,0.968057,0.899627,0.961403,0.964442,0.952042,0.988007
ru_99_to_ar_MicroTts_label_fake.npz,Fake,Deepfake,0.952042,0.934567,0.943652,0.925267,0.976224,0.983252
es_21_to_ja_MicroTts_label_fake.npz,Fake,Deepfake,0.941544,0.802292,0.890200,0.948101,0.962877,0.954246
ru_92_to_fr_Bark_label_fake.npz,Fake,Deepfake,0.951541,0.841938,0.964202,0.971087,0.974007,0.933840
zh_28_to_en_Bark_label_fake.npz,Fake,Deepfake,0.950742,0.914678,0.984723,0.962552,0.787266,0.982562
ru_106_to_fr_MicroTts_label_fake.npz,Fake,Deepfake,0.962328,0.916887,0.994805,0.947051,0.983395,0.977802
fr_105_to_es_Xtts_label_fake.npz,Fake,Deepfake,0.969441,0.872033,0.923852,0.980044,0.933657,0.986462
